00.0000,07.6191,31.6658,49.4532,62.6105,72.3430,79.5421,84.8673
00.0000,-01.979,29.8429,47.8320,61.0039,70.7363,77.9355,83.2606
00.0000,-01.899,14.8181,46.2684,59.5590,69.2915,76.4906,81.8158
00.0000,-02.235,06.7461,44.4053,58.1643,67.8968,75.0959,80.4211
00.0000,-01.041,03.2925,43.1825,56.9230,66.6555,73.8546,79.1798
00.0000,-01.041,03.6858,34.4509,54.7560,65.2805,72.4796,77.8048
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-03.256,25.4512,45.2029,58.4935,68.2260,75.4251,80.7503
00.0000,-02.987,14.4244,43.9317,58.1969,67.9294,75.1285,80.4537
00.0000,-12.162,07.0695,39.4071,57.0630,66.7955,73.9946,79.3198
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-01.041,10.0849,34.3566,47.0988,64.0718,71.2709,76.5961
00.0000,11.1154,30.6787,45.7836,57.3137,67.3688,74.5871,79.9131
00.0000,02.2745,29.1317,44.6926,56.3783,66.8862,74.0875,79.4128
00.0000,-04.399,25.7046,41.2881,54.5229,65.6416,72.8410,78.1662
00.0000,-13.726,22.8942,39.9383,53.7266,65.6204,72.8195,78.1447
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-01.041,21.4517,35.3385,48.1775,57.9462,70.0772,75.4024
00.0000,03.1759,29.5348,44.6448,56.1504,66.1974,73.4166,78.7427
00.0000,01.9821,29.6291,44.7868,56.2916,66.7309,73.9401,79.2655
00.0000,-12.315,28.0121,43.3585,55.0560,65.4599,72.7191,78.0445
00.0000,-15.396,24.0051,40.8129,52.9139,63.3684,70.6633,75.9886
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,08.1512,22.3875,36.3333,49.2681,59.0825,66.7447,74.2237
00.0000,04.8673,27.6688,43.5028,54.9737,64.9744,72.1961,77.5223
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,01.1412,26.3687,43.1288,55.0454,64.9270,72.6452,77.9706
00.0000,-11.285,25.6960,39.8536,53.7916,63.6892,71.3577,76.6832
00.0000,06.2468,21.6774,37.5282,51.5807,61.4256,69.0915,74.4171
00.0000,08.5291,23.3351,37.3410,50.3709,60.2327,67.8964,73.4376
00.0000,08.0192,28.8231,44.7175,56.1280,65.6147,72.8663,78.1959
00.0000,00.2086,26.4718,42.3731,53.7767,63.1997,70.4552,75.7853
00.0000,04.0874,26.1376,40.1087,53.8780,63.6722,71.3370,76.6630
00.0000,10.4918,27.1037,40.7923,53.8510,63.7667,71.4303,76.7563
00.0000,09.6687,25.6221,39.4972,52.5834,62.4466,70.1089,75.4350
00.0000,09.1941,24.5019,38.3386,51.3353,61.1549,68.8162,74.1659
