00.0000,-01.041,-01.811,10.7077,31.3884,41.9401,49.7452,55.5187,59.7893
00.0000,-01.041,-01.811,17.3577,32.3589,42.9106,50.7157,56.4892,60.7599
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,01.5731,00.0461,18.1215,32.3441,42.8959,50.7010,56.4745,60.7452
00.0000,00.6446,00.0461,17.1708,31.3855,41.9373,49.7424,55.5159,59.7865
00.0000,-00.404,-00.015,10.5504,30.1761,40.7278,48.5330,54.3065,58.5771
00.0000,-09.572,-02.851,16.2922,31.2934,41.8451,49.6503,55.4237,59.6944
00.0000,-14.526,-01.584,19.1368,33.4511,44.0028,51.8080,57.5814,61.8521
00.0000,-00.275,01.5007,20.4543,34.6939,45.2456,53.0507,58.8242,63.0949
00.0000,00.2445,00.2059,19.2031,33.4347,43.9864,51.7916,57.5651,61.8357
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-09.024,-01.221,02.0195,28.0475,38.5993,46.4044,52.1779,56.4485
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-17.606,-01.585,18.1741,32.4787,43.0304,50.8355,56.6090,60.8797
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,00.1897,00.2011,18.0844,32.3277,42.8795,50.6848,56.4583,60.7290
00.0000,-02.931,00.1778,16.8263,31.2354,41.7884,49.5947,55.3684,59.6392
00.0000,-08.100,00.0258,03.5624,29.9536,40.5135,48.3254,54.0993,58.3702
00.0000,-17.183,-03.750,13.8314,28.8189,39.6946,47.6904,53.6284,58.0112
00.0000,-18.393,-02.220,15.6619,30.9939,41.5994,49.4488,55.4612,59.8429
00.0000,-19.721,-06.050,11.2302,28.9425,39.6932,47.7626,53.6843,58.0559
00.0000,-17.845,-01.409,12.7079,30.0474,40.6209,48.4529,54.2413,58.5222
00.0000,-15.212,00.0070,14.2735,30.1515,40.7136,48.5282,54.3035,58.5754
00.0000,-10.805,00.0670,02.2635,29.1300,39.7530,47.6181,53.3934,57.6654
00.0000,-03.693,-02.739,16.0447,30.7002,41.6056,49.6222,55.5517,59.9346
00.0000,-14.904,-01.531,17.3620,32.0210,42.9271,50.9472,56.8758,61.2585
00.0000,-14.369,-05.841,15.7155,30.7013,41.5927,49.6174,55.5451,59.9267
00.0000,-17.280,-03.195,11.2355,28.7137,39.5753,47.5798,53.4933,57.8649
00.0000,-11.984,-01.820,11.2450,28.0061,38.7057,46.5437,52.3330,56.6150
00.0000,-10.920,-00.144,02.9580,27.1756,38.8194,46.6808,52.4577,56.7308
00.0000,-02.497,-02.888,15.1295,29.7460,40.6538,48.6697,54.5991,58.9821
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-10.365,-06.628,14.3674,29.6313,40.5251,48.5487,54.4762,58.8578
00.0000,-15.374,-06.326,10.7481,28.6932,39.5854,47.6065,53.5323,57.9129
00.0000,-10.883,-07.367,09.7170,27.7922,38.6645,46.6650,52.5756,56.9454
00.0000,-11.406,-07.702,02.3119,25.8445,36.8028,44.8042,50.5959,55.0425
