00.0000,26.0300,45.2843,59.5268,70.0620,77.8548,83.6192,87.8831
00.0000,08.4338,42.5058,57.9074,68.4425,76.2354,81.9998,86.2637
00.0000,02.7414,40.0695,56.4489,66.9840,74.7769,80.5413,84.8052
00.0000,-00.103,37.8983,55.0408,65.5759,73.3688,79.1332,83.3971
00.0000,-01.284,36.6827,53.7875,64.3226,72.1155,77.8799,82.1438
00.0000,-01.560,33.9486,52.3992,62.9343,70.7272,76.4916,80.7555
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,07.4595,30.5974,55.3945,65.9296,73.7225,79.4869,83.7508
00.0000,00.8966,30.6492,55.0758,65.6109,73.4038,79.1682,83.4321
00.0000,-00.012,30.3768,53.9290,64.4642,72.2571,78.0214,82.2853
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-01.574,21.6778,51.1788,61.7140,69.5068,75.2712,79.5351
00.0000,15.7588,34.3338,48.4827,64.7776,72.8611,78.6387,82.9032
00.0000,09.9053,32.9249,48.1390,64.5452,72.3704,78.1362,82.4002
00.0000,00.5337,30.7289,46.7747,63.3199,71.1163,76.8809,81.1448
00.0000,00.1452,29.7377,46.3829,63.2907,71.0840,76.8484,81.1123
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-01.301,22.8666,39.6763,60.5088,68.3017,74.0661,78.3300
00.0000,10.3533,33.1807,47.3421,63.5893,71.6792,77.4569,81.7214
00.0000,10.8107,33.2921,47.5676,64.3424,72.2195,77.9870,82.2510
00.0000,04.3963,31.9287,46.4520,62.9701,70.9866,76.7541,81.0184
00.0000,-00.670,29.6643,44.4573,60.8030,68.9286,74.6934,78.9604
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-01.301,24.0591,40.7484,55.5236,67.1116,72.8760,77.1399
00.0000,09.7521,32.0282,46.1879,56.9388,70.4450,76.2244,80.4890
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,04.4419,31.4619,46.4656,61.6439,70.9095,76.6777,80.9438
00.0000,03.3347,30.1184,45.2306,60.3902,69.5950,75.3652,79.6456
00.0000,-03.917,25.8133,43.0383,58.0376,67.3137,73.0862,77.3790
00.0000,-01.188,25.2556,41.8341,56.7397,66.3115,72.0848,76.3835
00.0000,10.2358,33.1301,47.4294,58.1042,70.9069,76.8942,81.1670
00.0000,08.4341,30.7693,45.0888,55.7542,67.0167,74.4830,78.7570
00.0000,04.1299,29.8209,45.2930,59.8915,69.4057,75.3443,79.6254
00.0000,04.2573,29.1899,45.2615,60.0088,69.5208,75.3097,79.7193
00.0000,03.2136,27.7358,44.0129,58.6832,68.2049,73.9922,78.3874
00.0000,-00.772,26.3870,42.7829,57.3701,66.9381,72.7241,77.1072
