00.0000,02.2254,27.6761,46.5020,60.4275,70.7282,78.3476,83.9837,88.1528
00.0000,01.1049,26.7386,43.0108,58.6220,69.1088,76.7282,82.3643,86.5333
00.0000,01.5762,27.2618,41.8007,56.9383,67.6503,75.2697,80.9058,85.0748
00.0000,01.5678,26.2995,40.8251,55.3576,66.2422,73.8616,79.4977,83.6667
00.0000,-00.041,25.2518,39.7429,54.1463,64.9889,72.6083,78.2444,82.4134
00.0000,-00.276,24.0913,38.5441,52.8045,63.6006,71.2200,76.8561,81.0251
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,00.1702,29.5280,43.8637,54.4961,66.5959,74.2153,79.8514,84.0204
00.0000,03.8255,28.5405,42.8798,53.5243,66.2772,73.8966,79.5327,83.7018
00.0000,03.6816,27.3710,41.7870,52.5243,65.1304,72.7499,78.3860,82.5550
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-00.939,23.0712,37.4903,51.6251,62.3802,69.9997,75.6358,79.8048
00.0000,15.2024,33.3746,47.7419,58.3727,66.2441,73.3894,79.0048,83.1729
00.0000,12.7964,31.9501,46.3188,56.9498,65.2371,72.8671,78.5009,82.6699
00.0000,09.8908,29.6500,44.0137,54.6482,63.3318,71.6096,77.2454,81.4144
00.0000,08.4245,28.2967,42.8586,53.5072,62.4944,71.5768,77.2129,81.3819
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-01.005,22.0637,36.4497,50.4604,61.1751,68.7945,74.4306,78.5996
00.0000,09.1600,32.2162,46.5886,57.2194,65.0955,72.1634,77.8231,81.9912
00.0000,10.3415,32.0138,46.6985,57.3293,65.2491,72.3120,78.3519,82.5207
00.0000,05.9805,30.7595,45.3783,56.0327,64.0310,71.1052,77.1193,81.2881
00.0000,04.2516,26.5604,43.1440,53.8184,61.9085,69.0744,75.0580,79.2301
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-01.265,21.0688,35.4220,50.7158,58.6877,67.6044,73.2405,77.4095
00.0000,-02.930,31.0973,45.4361,56.3870,64.4330,70.3846,76.5908,80.7588
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,05.8582,30.7528,45.3952,56.2629,64.2419,70.7850,77.0446,81.2134
00.0000,05.3737,29.0187,44.1399,55.0080,62.9955,69.5456,75.7461,79.9153
00.0000,-01.722,26.5963,41.9549,52.8408,60.8244,67.3111,73.4795,77.6487
00.0000,-01.332,20.8002,40.4023,51.8044,59.7783,66.0931,72.2206,76.6532
00.0000,-02.852,31.9768,46.6843,57.5524,65.5984,71.5500,77.2655,81.4371
00.0000,-04.089,23.6025,44.3444,55.2025,63.2485,69.2001,74.8549,79.0271
00.0000,04.7764,25.8994,44.2586,55.1444,63.1280,69.5623,75.7259,79.8952
00.0000,06.3434,26.4178,44.1830,55.2892,63.2684,69.6783,75.8197,79.9890
00.0000,-01.457,25.4412,42.9390,54.0129,61.9904,68.3698,74.4878,78.6571
00.0000,-01.427,20.4301,41.6749,52.7770,60.7520,67.0867,73.1787,77.3769
