00.0000,-03.885,-04.175,-04.390,-04.548,-04.666
00.0000,-04.924,-05.303,-05.499,-05.643,-05.750
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,21.2745,38.2811,51.2115,60.7760,67.8509
00.0000,18.8932,37.0147,49.9394,59.5039,66.5788
00.0000,18.1365,38.1827,51.1596,60.7255,67.8004
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-04.783,-04.839,-04.881,-04.912,-04.935
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,05.9762,37.0702,49.9949,59.5594,66.6343
00.0000,07.6379,36.0971,49.0235,58.5881,65.6630
00.0000,09.0455,36.9163,49.8936,59.4595,66.5345
00.0000,-01.301,32.8059,47.0749,57.0303,64.3646
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,04.9239,28.5700,47.0817,56.8260,63.9304
00.0000,06.2786,29.7046,48.5951,58.1779,65.2557
00.0000,14.6959,29.8403,48.0386,57.6053,64.6804
00.0000,16.6098,29.9983,48.6725,58.2387,65.3137
00.0000,-00.112,33.9146,48.2176,58.1694,65.5035
00.0000,-01.071,26.5575,47.0513,57.0192,64.3533
00.0000,-01.844,26.9140,43.9751,55.0026,62.3302
00.0000,10.3045,28.8064,45.6971,56.8126,63.9519
00.0000,13.1962,29.7964,46.5840,56.6908,64.1460
00.0000,17.7338,30.9404,47.6960,58.2304,65.3472
00.0000,14.5923,34.6308,48.0059,57.9306,65.2627
00.0000,-15.157,32.9349,46.8537,56.9293,64.2617
00.0000,-04.855,26.8295,45.5529,55.7090,63.0400
00.0000,-03.143,27.2643,44.7538,55.6947,62.8772
00.0000,13.8166,27.9579,45.3749,55.6237,63.0175
00.0000,15.4579,28.7386,45.3669,55.8862,63.0329
00.0000,18.9326,35.9818,49.2979,59.2060,66.5380
00.0000,-20.868,34.6308,48.0059,57.9306,65.2627
00.0000,-22.533,25.8260,45.6727,55.6211,62.9530
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,08.0490,27.0334,44.1368,54.4372,61.8028
00.0000,07.1741,26.7017,43.1802,53.6951,60.8651
