00.0000,18.1817,39.5247,55.2665,66.9106,75.5238,81.8949,86.6077,90.0937,92.6723,94.5797
00.0000,12.6120,39.5247,55.2665,66.9106,75.5238,81.8949,86.6077,90.0937,92.6723,94.5797
00.0000,-00.154,38.1830,53.9393,65.5720,74.1766,80.5536,85.2663,88.7524,91.3310,93.2384
00.0000,-01.566,36.8327,52.6181,64.2323,72.8223,79.2070,83.9197,87.4057,89.9843,91.8917
00.0000,-01.508,06.5494,51.3109,62.9091,71.4803,77.8721,82.5848,86.0707,88.6493,90.5567
00.0000,-01.484,05.1275,45.6073,61.6059,70.1563,76.5530,81.2653,84.7509,87.3292,89.2364
00.0000,-01.309,03.2677,44.7254,56.6828,68.8532,75.2524,79.9636,83.4484,86.0262,87.9330
00.0000,-01.309,00.8584,44.0244,54.9990,67.5613,73.9714,78.6809,82.1646,84.7415,86.6476
00.0000,-01.308,-02.264,43.0190,53.9762,66.3011,72.7179,77.4261,80.9088,83.4850,85.3905
00.0000,-01.301,-02.264,23.8559,52.9445,65.0688,71.4891,76.1962,79.6781,82.2538,84.1589
00.0000,-01.301,-02.264,12.0422,51.8936,63.8461,70.2671,74.9735,78.4548,81.0299,82.9348
00.0000,-01.301,-02.264,06.4576,50.8322,62.6370,69.0569,73.7626,77.2434,79.8181,81.7227
00.0000,18.3056,39.5248,55.2665,66.9106,75.5238,81.8949,86.6077,90.0937,92.6723,94.5797
00.0000,13.7613,39.5248,55.2665,66.9106,75.5238,81.8949,86.6077,90.0937,92.6723,94.5797
00.0000,11.5181,37.9197,53.7892,65.3304,73.8664,80.2935,85.0062,88.4922,91.0708,92.9782
00.0000,-01.750,36.3639,52.3747,63.8415,72.3146,78.7687,83.4814,86.9673,89.5459,91.4533
00.0000,-01.685,20.6562,51.0384,62.5086,70.9301,77.3924,82.1047,85.5904,88.1688,90.0760
00.0000,-01.329,22.2210,46.1667,61.2264,69.6098,76.0672,80.7757,84.2586,86.8350,88.7407
00.0000,-01.311,24.1636,45.8468,57.4440,68.3368,74.7815,79.4845,82.9632,85.5366,87.4401
00.0000,-01.310,26.7328,45.1965,56.0569,66.9968,73.5278,78.2243,81.6982,84.2680,86.1689
00.0000,-01.309,-02.264,43.9475,54.8145,65.8580,72.3670,77.0647,80.5396,83.1101,85.0115
00.0000,-01.302,-02.264,23.9487,53.6088,64.7212,71.2115,75.9103,79.3859,81.9570,83.8588
00.0000,-01.301,-02.264,12.0515,52.2985,63.4476,69.9208,74.6204,78.0967,80.6683,82.5704
00.0000,-01.301,-02.264,06.4586,51.0477,62.2229,68.6816,73.3818,76.8586,79.4305,81.3329
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,08.5751,35.2581,52.2364,62.8633,70.7140,77.6661,82.3788,85.8648,88.4434,90.3507
00.0000,-02.485,33.7292,51.0559,61.7810,69.6343,76.4221,81.1343,84.6200,87.1984,89.1056
00.0000,-01.381,29.0470,50.1568,61.5316,69.3911,76.0542,80.7627,84.2457,86.8220,88.7277
00.0000,-01.332,30.9029,46.7627,60.5318,68.4436,74.9948,79.6698,83.1279,85.6862,87.5784
00.0000,-01.312,32.0248,47.0453,58.3174,67.4423,73.9093,78.5592,81.9987,84.5436,86.4258
00.0000,-01.307,31.6938,46.4201,57.1920,65.3759,72.8094,77.4403,80.8658,83.4004,85.2751
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,-01.301,-02.264,10.7359,51.0714,62.1776,68.6403,73.3400,76.8164,79.3879,81.2901
00.0000,-01.301,-02.264,06.3149,49.9827,61.2075,67.6588,72.3591,75.8358,78.4077,80.3100
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,06.1866,40.3967,54.8208,65.4356,73.2861,79.0939,83.3898,86.5676,88.9187,90.6576
00.0000,-02.514,38.4197,53.4431,64.1003,71.9534,77.7713,82.0727,85.2544,87.6119,89.3540
00.0000,-01.462,31.5248,51.8032,62.8464,70.7004,76.6004,80.9427,84.1546,86.5343,88.2929
00.0000,-00.857,32.1447,47.4720,61.5259,69.3869,75.3418,79.7147,82.9492,85.3454,87.1163
00.0000,-00.501,33.3730,48.3308,59.3626,68.1371,74.1284,78.5245,81.7761,84.1847,85.9656
00.0000,-01.241,32.8135,47.5061,58.2185,66.2914,72.9476,77.3617,80.6263,83.0444,84.8328
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000,00.0000
